business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4L-EFUYsGqhYTaFsTDjJXg,Yogurtland,1158A Baltimore Pike,Springfield,PA,19064,39.9144,-75.34699,4.5,13,0,NA,TRUE,TRUE,2,NA,NA,NA,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30,,,,,,,,,,,,,,,,,,,,,,,,,
KifIwvqov96hxFjtB4bYbQ,Sweet Stack Shack,1041 Central Ave,Saint Petersburg,FL,33705,27.77134,-82.64923,4,83,1,NA,TRUE,TRUE,1,NA,None,None,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,FALSE,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,FALSE,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bakeries, Food, Desserts, Ice Cream & Frozen Yogurt",0:0-0:0,12:0-19:0,15:0-22:0,15:0-22:0,15:0-23:0,15:0-23:0,15:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
Id0a0tIcGxaajMtxkQrwgQ,Rita's Italian Ice,900 E Willow Grove Ave,Wyndmoor,PA,19038,40.08207,-75.18916,3,10,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,u'no',NA,NA,NA,TRUE,FALSE,FALSE,NA,'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Shaved Ice",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,
sKiwf8xmLzp11hmewV_jEQ,Sucré,3301 Veterans Memorial Blvd,Metairie,LA,70002,30.00436,-90.15866,4,176,0,FALSE,TRUE,TRUE,2,NA,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macarons, Chocolatiers & Shops, Ice Cream & Frozen Yogurt, Coffee & Tea, Candy Stores, Specialty Food, Food",0:0-0:0,NA,10:0-20:0,10:0-20:0,10:0-20:0,10:0-21:0,11:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
uxCyrJZMlnIQoD-Gzq81Eg,Friendly's,505 Route 130,Cinnaminson,NJ,8077,39.99363,-74.99989,2.5,29,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,FALSE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'quiet',{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American (Traditional), Ice Cream & Frozen Yogurt, Burgers, Restaurants, Diners, Food",8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,8:0-23:0,,,,,,,,,,,,
fIt403a4vpRNY8v1bVZuAQ,Orange Leaf Yogurt,7725 N Oracle Rd,Oro Valley,AZ,85704,32.34801,-110.97635,4,10,0,NA,TRUE,NA,1,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
MUOCeTGhL5llXe8GAuqOMA,Ike's Coffee & Tea,"100 N Stone Ave, Ste 111",Tucson,AZ,85701,32.2231,-110.97129,3.5,63,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True},NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandwiches, Coffee & Tea, Salad, Food, Restaurants, Ice Cream & Frozen Yogurt",7:0-17:30,7:0-17:30,7:0-17:30,7:0-17:30,7:0-17:30,NA,NA,,,,,,,,,,,,
nT0acgBkVSEelbNTXRSFbg,Sonic Drive-In,3904 Dickerson Pike,Nashville,TN,37207,36.27009,-86.75576,2,12,1,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},FALSE,TRUE,TRUE,'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants",0:0-0:0,6:0-21:0,6:0-21:0,6:0-16:0,6:0-16:0,6:0-21:0,6:0-21:0,,,,,,,,,,,,,,,,,
bfpwNZp1TprfhORDNh6iTw,Dunkin',904 E. University Blvd,Tucson,AZ,85719,32.23156,-110.9578,2.5,22,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,u'free',{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coffee & Tea, Food, Donuts, Ice Cream & Frozen Yogurt",6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-21:0,7:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
va40jWz1dr0CHG4fIJgaHA,Olde Creamery Cafe,105 S 2nd St,Philadelphia,PA,19106,39.94821,-75.14404,3,31,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Food, Bakeries, Restaurants, Cafes, Ice Cream & Frozen Yogurt, Coffee & Tea",NA,14:0-18:0,14:0-18:0,14:0-18:0,12:0-22:0,12:0-22:0,12:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
uKnoHpDQTQZiqsOldeMx7Q,Weather Vane Ice Cream,3208 Maryville Rd,Granite City,IL,62040,38.71944,-90.10395,4,15,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,'no',{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': None},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Food, American (Traditional), Coffee & Tea, Ice Cream & Frozen Yogurt, Fast Food",0:0-0:0,10:0-22:0,10:0-22:0,8:0-17:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
sWPnsdr580BiXjUwUTQK4A,Redberry Nj,"086180000 Ewing, Ste 200A",Ewing Township,NJ,8618,40.26814,-74.78299,4.5,17,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,'free',{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': None},NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Juice Bars & Smoothies, Cafes, Ice Cream & Frozen Yogurt, Restaurants",12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
stTwlR1KyBfsi2JiDgRRqA,The Energy Station,2710 Shelly Rd,Harleysville,PA,19438,40.29813,-75.41379,4,133,1,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,FALSE,TRUE,FALSE,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},TRUE,TRUE,NA,u'average',{'dessert': True, 'latenight': False, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Breakfast & Brunch, American (New), Restaurants, Diners, Food, Ice Cream & Frozen Yogurt",5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,7:0-21:0,,,,,,,,,,,,
x9Fbe-d4dps-U6vv1-ngoA,Sonic Drive-In,105 Ren Mar Center Dr,Pleasant View,TN,37146,36.39755,-87.0302,3.5,7,1,FALSE,TRUE,NA,NA,FALSE,TRUE,TRUE,FALSE,u'no',NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,u'none',NA,u'casual',NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Restaurants, Food, Burgers, Ice Cream & Frozen Yogurt",0:0-0:0,6:0-23:0,6:0-23:0,6:0-22:0,6:0-22:0,9:0-22:0,8:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TyWRzpQl89C7YQJCvVs0bQ,Yogurt Mountain,12817 N Dale Mabry Hwy,Tampa,FL,33618,28.06327,-82.50333,4,67,0,NA,TRUE,TRUE,1,NA,TRUE,None,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
QBr5lv1G-017qXzX0lBiOg,Maggiemoo's,"8853 Ladue Rd, Ste Q",Saint Louis,MO,63124,38.6539,-90.35195,2.5,71,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
ExsllWnzwpg-I9__sOm0aQ,Rahm Haus Ice Cream,1160 Camp St,New Orleans,LA,70130,29.94005,-90.07192,5,11,1,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE,u'free',{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False},TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Custom Cakes, Desserts, Ice Cream & Frozen Yogurt, Food",17:0-22:0,17:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,12:0-22:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
PZpp1Z3V8HLK9d4-qLMUgg,Bar Teca,"U of A - HUB Mall, 9109 112 Street NW",Edmonton,AB,T6G 2C5,53.52476,-113.52084,3.5,7,0,NA,NA,NA,1,NA,TRUE,FALSE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,FALSE,FALSE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': False},NA,FALSE,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Juice Bars & Smoothies, Sandwiches, Coffee & Tea, Food, Ice Cream & Frozen Yogurt",7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-19:0,10:30-18:0,NA,,,,,,,,,,,,,,,,,,
hQ0LlCrkRdS12ZqhebKXzQ,Jimmy's Water Ice,2251 S Front St,Philadelphia,PA,19148,39.91921,-75.1486,4.5,13,1,NA,FALSE,TRUE,1,NA,TRUE,NA,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Pretzels, Shaved Ice, Cheesesteaks, Restaurants",11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
XbtpZj429gvoyYKexUej5Q,Freddy's Frozen Custard & Steakburgers,2864 E State St,Eagle,ID,83616,43.68456,-116.31876,3.5,37,1,NA,TRUE,FALSE,1,NA,TRUE,TRUE,NA,'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,TRUE,TRUE,NA,{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Ice Cream & Frozen Yogurt, Hot Dogs, Food, Burgers",10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-19:0,,,,,,,,,,,,
9Ct-w-znLolSOnSav5cA8g,Walmart,605 Conchester Hwy,Boothwyn,PA,19061,39.85208,-75.44903,1.5,25,1,NA,TRUE,TRUE,1,NA,FALSE,TRUE,FALSE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mobile Phones, Food, Baby Gear & Furniture, Department Stores, Fashion, Discount Store, Electronics, Grocery, Shopping, Ice Cream & Frozen Yogurt",7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,
iXJNxreQ5ImDklYG3L-YvQ,penrose cheesesteak,2201 Penrose Ave,Philadelphia,PA,19145,39.91025,-75.18696,3.5,12,1,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,u'free',{u'valet': False, u'garage': True, u'street': False, u'lot': True, u'validated': False},NA,NA,FALSE,TRUE,NA,NA,u'beer_and_wine',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandwiches, Ice Cream & Frozen Yogurt, Restaurants, Food, Bubble Tea, Cheesesteaks, Burgers, Seafood",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
SADTk8U9fVnlnClI3o1Rjw,Daddy O's Frozen Yogurt,11 Jackson Rd,Medford,NJ,8055,39.87482,-74.81704,3.5,6,0,NA,TRUE,TRUE,2,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:30,12:0-21:30,12:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
pAduyzxCXe7nf0ZcE-8O2g,Goodnoe Farm Dairy Bar,266 S Main St,Doylestown,PA,18901,40.30428,-75.12916,3,7,0,NA,TRUE,NA,1,NA,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,FALSE,FALSE,FALSE,NA,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},TRUE,TRUE,NA,u'quiet',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, American (Traditional), Restaurants, Food",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,7:0-22:0,7:0-22:0,7:0-21:0,,,,,,,,,,,,
pkHacI5Xlb21ckfcBra6mg,Woop D Du's,2483 Wingfield Hills Rd,Sparks,NV,89436,39.60775,-119.69769,3.5,18,0,NA,TRUE,TRUE,1,NA,FALSE,NA,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
XYjlZTXifIjpAbPW33tCXw,Strachan's Ice Cream & Desserts,310 Main St,Dunedin,FL,34698,28.01218,-82.78951,4.5,281,1,FALSE,TRUE,TRUE,1,NA,TRUE,None,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Desserts, Food",NA,14:0-21:0,14:0-21:0,14:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
t0YWmyosuxj6s_ONdShwKQ,Bob's Ice Cream and Gelato,1989 W Lumsden Rd,Tampa Bay,FL,33511,27.92317,-82.31622,4.5,19,0,NA,TRUE,TRUE,1,NA,NA,NA,NA,'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Gelato",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
EAyD-XhoMimnO7ZxOlzKgA,Dairy Queen,1050 E Philadelphia Ave,Gilbertsville,PA,19525,40.32517,-75.61944,2,6,1,NA,TRUE,NA,1,NA,TRUE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,FALSE,NA,NA,NA,u'casual',NA,NA,NA,TRUE,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food, Burgers",0:0-0:0,10:30-17:0,10:30-21:30,10:30-21:30,10:30-22:0,10:30-22:0,10:30-21:30,,,,,,,,,,,,,,,,,,,,,,,,,
pFbMqkX0i_2LQWy39Vc40w,Carmel Burgers,5790 E Main St,Carmel,IN,46033,39.97847,-86.07198,3,26,0,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, American (Traditional), Food, Restaurants, Burgers",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
4IrQJrdB3M557UTSA3Ty3g,Dairy Queen Grill & Chill,2935 W 71st St,Indianapolis,IN,46268,39.88411,-86.21082,3,26,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True},NA,NA,TRUE,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Fast Food, Food, Restaurants, Burgers",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-23:0,12:0-22:0,,,,,,,,,,,,
124Fu856b1a3ySEymbI3zw,Oasis Mexican Grill,498 Haddon Ave,Collingswood,NJ,8108,39.91809,-75.07509,4,135,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},TRUE,TRUE,FALSE,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},TRUE,NA,NA,NA,NA,NA,NA,NA,u'yes_corkage',NA,NA,NA,NA,NA,"Mexican, Desserts, Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Food",NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,,,,,,,,,,,,
LBxIzu4Fb491St38Q8e4UQ,Sonic Drive-In,7230 Nolensville Rd,Nolensville,TN,37135,35.96077,-86.67293,3,16,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,TRUE,u'very_loud',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Fast Food, Food, Ice Cream & Frozen Yogurt, American (New), Burgers",0:0-0:0,8:0-23:0,10:0-16:0,10:0-16:0,10:0-16:0,8:0-22:0,8:0-20:0,,,,,,,,,,,,
AHiICfadOZzeEM-X4yIHtg,Insomnia Cookies,"300 Main Blvd E, Ste 502",Ewing Township,NJ,8618,40.26756,-74.78324,2.5,33,1,NA,TRUE,NA,2,NA,TRUE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Food Delivery Services, Ice Cream & Frozen Yogurt, Desserts, Bakeries",0:0-0:0,11:0-1:0,11:0-1:0,11:0-3:0,11:0-18:0,12:0-3:0,12:0-1:0,,,,,,,,,,,,,,,,,,,,,,,,,
WaBJh7o0NhBe_3pioFO4mw,Sonic Drive-In,1915 E Fowler Ave,Tampa,FL,33612,28.05393,-82.43708,3,31,1,FALSE,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},FALSE,FALSE,TRUE,u'average',{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burgers, Fast Food, Ice Cream & Frozen Yogurt, Restaurants, Food",0:0-0:0,7:0-0:0,7:0-0:0,6:30-18:0,7:0-1:0,7:0-1:0,8:0-0:0,,,,,,,,,,,,
